Collectionq,Location,Box,Folder,Series,Subseries,Description
Pryce,01-7-36-16-02-0-1,77.0,13.0,Artifacts,Artifacts,"Acrylic ""Friend of Hospice"" award presented to Deborah Pryce by the Ohio Hospice and Palliative Care Organization, 2003."
Pryce,01-7-36-16-02-0-1,77.0,14.0,Artifacts,Artifacts,"Curved crystal block etched with ""U.S. Oncology - Medal of Honor Award"" presented to Deborah Pryce in 2003."
Pryce,01-7-36-16-02-0-1,77.0,15.0,Artifacts,Artifacts,"Red marble pyramid presented to Deborah Pryce by the Leukemia and Lymphoma Society ""In recognition of her commitment to the cure of blood cancers…,"" 2003."
Pryce,01-7-36-16-02-0-1,77.0,16.0,Artifacts,Artifacts,"Curved crystal block ""Champion of Childhood Cancer"" award presented to Deborah Pryce by CureSearch, National Childhood Cancer Foundation, 2004."
Pryce,01-7-36-16-02-0-1,77.0,17.0,Artifacts,Artifacts,"Acrylic award presented to Deborah Pryce by Parents Anonymous ""for your outstanding leadership in strengthening families and preventing child abuse and neglect,"" 2004."
Pryce,01-7-36-16-02-0-1,77.0,18.0,Artifacts,Artifacts,"Bust of Theodore Roosevelt on a wood base with plaque ""presented to Congresswoman Deborah Pryce by the House Republican Conference - 108th Congress,"" 2004."
Pryce,01-7-36-16-03-0-1,78.0,19.0,Artifacts,Artifacts,"Crystal ""Award for Manufacturing Legislative Excellence,"" presented to Deborah Pryce by the National Association of Manufacturers, 108th Congress, 2004."
Pryce,01-7-36-16-03-0-1,78.0,20.0,Artifacts,Artifacts,"Trophy topped with a medallion, ""Spirit of Enterprise Award"" presented to Deborah Pryce by the U.S. Chamber of Commerce, 109th Congress, 1st Session, 2005."
Pryce,01-7-36-16-03-0-1,78.0,21.0,Artifacts,Artifacts,"Crystal triangle, ""Medal of Honor"" award presented to Deborah Pryce by U.S. Oncology, 2005."
Pryce,01-7-36-16-03-0-1,78.0,22.0,Artifacts,Artifacts,"Crystal ""Public Service Award"" presented to Deborah Pryce by the Association of American Cancer Institutes, 2005."
Pryce,01-7-36-16-03-0-1,78.0,23.0,Artifacts,Artifacts,"Wooden plaque, ""National Humanitarian Healthcare Award"" presented to Deborah Pryce by the National Patient Advocate Foundation, June 23, 2005."
Pryce,01-7-36-16-03-0-1,78.0,24.0,Artifacts,Artifacts,"Curved crystal block etched ""Distinguished Community Health Campion"" presented to Deborah Pryce by the National Association of Community Health Centers, 2005."
Pryce,01-7-36-16-04-0-1,79.0,25.0,Artifacts,Artifacts,"Statue of Benjamin Franklin on a wood base with plaque ""Benjamin Franklin Public Policy Award"" presented to Deborah Pryce by the National Association of Mutual Insurance Companies, 109th Congress, 2006."
Pryce,01-7-36-16-04-0-1,79.0,26.0,Artifacts,Artifacts,"Trophy topped with a medallion, ""Spirit of Enterprise Award"" presented to Deborah Pryce by the U.S. Chamber of Commerce, 109th Congress, 2nd Session, 2006."
Pryce,01-7-36-16-04-0-1,79.0,27.0,Artifacts,Artifacts,"Crystal block ""Ray of Hope"" award presented to Deborah Pryce by the National Coalition for Cancer Survivorship, 2006."
Pryce,01-7-36-16-04-0-1,79.0,28.0,Artifacts,Artifacts,"Curved crystal block ""Cancer Leadership Award"" presented to Deborah Pryce by Friends of Cancer Research, November 15, 2006."
Pryce,01-7-36-16-04-0-1,79.0,29.0,Artifacts,Artifacts,"""Guardian of Small Business"" award, featuring a Minuteman statue, presented to Deborah Pryce by the National Foundation of Independent Businesses, 109th Congress, 2006."
Pryce,01-7-36-16-04-0-1,79.0,30.0,Artifacts,Artifacts,"Acrylic plaque on a wood base with a commemorative medal insert, ""American Cancer Society - Relay for Life - Wall of Hope - Celebration on the Hill - September 19-20, 2006."""
Pryce,01-7-36-16-04-0-1,79.0,31.0,Artifacts,Artifacts,"Bronze medallion commemorating the 90th anniversary, 1918-2008, of the Defense Distribution Center, Columbus, Ohio."
Pryce,01-7-36-16-04-0-1,79.0,32.0,Artifacts,Artifacts,"Cut-glass block etched with an American flag and ""Excellence in Cancer Awareness Award"" presented to Deborah Pryce by the Prevent Cancer Foundation, September 25, 2008."
Pryce,01-7-36-16-04-0-1,79.0,33.0,Artifacts,Artifacts,"""2008 President's Award"" featuring a glass block imprinted with a child's hand, mounted on a stainless steel base, presented to Deborah Pryce by the National CASA (Court Appointed Special Advocates for Children) Association."
Pryce,01-7-36-16-06-0-1,80.0,34.0,Artifacts,Artifacts,"Wooden plaque with brass plate marking Deborah Pryce as an ""Honorary Member - NAMI (National Alliance on Mental Illness) Ohio,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,35.0,Artifacts,Artifacts,"Wooden plaque with a brass plate presented to Deborah Pryce by the Worthington, Ohio, Veterans of Foreign Wars for ""your support of veterans issues and helping Franklin County veterans receive the Jubile de la Liberte Medal,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,36.0,Artifacts,Artifacts,"Limited-edition pewter sculpture of an eagle on a wood base with plate inscribed ""Deborah Pryce - Champion of the Merit Shop - Associated Builders and Contractors,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,37.0,Artifacts,Artifacts,"Stainless steel star mounted on an acrylic base with plate inscribed ""Wish Star - Deborah Pryce,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,38.0,Artifacts,Artifacts,"Brass star on a wood base with plate inscribed ""Right NOW! Star Award - Congresswoman Deborah Pryce - In recognition of your shining inspiration to contemporary women,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,39.0,Artifacts,Artifacts,"Pewter bell with ""NYX Listed NYSE"" on handle, no date."
Pryce,01-7-36-16-06-0-1,80.0,40.0,Artifacts,Artifacts,Deborah Pryce's souvenir badge from the 2000 Republican National Convention.
Pryce,01-7-36-16-06-0-1,80.0,41.0,Artifacts,Artifacts,"State of Ohio flag carries in Iraq from March to October 2006 by Captain David Baas of the 7th Regiment, U.S. Marine Corps, presented to Deborah Pryce in December 2006."
Pryce,01-7-36-16-06-0-1,80.0,42.0,Artifacts,Artifacts,"Campaign button with blue lettering on a white field, ""I'm a Bush Republican,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,43.0,Artifacts,Artifacts,"Ohio Bicentennial, 1803-2003, automobile license plate with ""U.S. Member of Congress - 15th District."""
Pryce,01-7-36-16-06-0-1,80.0,44.0,Artifacts,Artifacts,"Ohio Birthplace of Aviation automobile license plate with eagle and ""U.S. Member of Congress - 15th District,"" no date."
Pryce,01-7-36-16-06-0-1,80.0,45.0,Artifacts,Artifacts,Three-ring binder of photographs of the awards and memorabilia presented to Deborah Pryce from 1992 through 2000.
Pryce,01-7-36-16-06-0-1,80.0,46.0,Artifacts,Artifacts,Three-ring binder of photographs of the awards and memorabilia presented to Deborah Pryce from 2001 through 2008.
Pryce,01-7-36-16-06-0-1,80.0,47.0,Artifacts,Artifacts,"Three-ring binder of photographs of awards and memorabilia presented to Deborah Pryce, no date."
